person,gender,pref,wild,model,score
103,Male,shape,False,d,2
103,Male,shape,False,r,3
104,Male,shape,True,d,1
104,Male,shape,True,r,3
104,Male,shape,True,a,2
105,Male,shape,False,d,2
105,Male,shape,False,a,1
105,Male,shape,False,r,3
106,Male,shape,True,r,1
106,Male,shape,True,d,3
106,Male,shape,True,a,2
107,Male,shape,False,d,2
107,Male,shape,False,a,1
107,Male,shape,False,r,3
108,Male,shape,True,d,3
108,Male,shape,True,a,1
108,Male,shape,True,r,2
109,Male,shape,False,d,2
109,Male,shape,False,r,3
109,Male,shape,False,a,1
110,Male,shape,True,a,3
110,Male,shape,True,d,2
110,Male,shape,True,r,1
111,Male,shape,False,r,3
111,Male,shape,False,d,2
111,Male,shape,False,a,1
112,Male,shape,True,d,2
112,Male,shape,True,a,1
112,Male,shape,True,r,3
113,Male,shape,False,r,3
113,Male,shape,False,d,2
113,Male,shape,False,a,1
114,Male,shape,True,r,3
114,Male,shape,True,a,1
114,Male,shape,True,d,2
115,Male,shape,False,d,1
115,Male,shape,False,a,2
115,Male,shape,False,r,3
116,Male,shape,True,d,2
116,Male,shape,True,a,1
116,Male,shape,True,r,3
117,Male,shape,False,d,2
117,Male,shape,False,a,1
117,Male,shape,False,r,3
118,Male,shape,True,r,2
118,Male,shape,True,d,3
118,Male,shape,True,a,1
119,Male,shape,False,r,3
119,Male,shape,False,d,2
119,Male,shape,False,a,1
120,Male,shape,True,a,1
120,Male,shape,True,d,2
120,Male,shape,True,r,3
121,Male,none,False,d,2
121,Male,none,False,r,3
121,Male,none,False,a,1
122,Male,none,True,d,1
122,Male,none,True,r,3
122,Male,none,True,a,2
123,Male,none,False,r,3
123,Male,none,False,a,1
123,Male,none,False,d,2
124,Male,none,True,r,3
124,Male,none,True,d,2
124,Male,none,True,a,1
125,Male,none,False,r,3
125,Male,none,False,a,1
125,Male,none,False,d,2
126,Male,none,True,a,1
126,Male,none,True,r,3
126,Male,none,True,d,2
127,Male,none,False,d,2
127,Male,none,False,r,3
127,Male,none,False,a,1
128,Male,none,True,a,2
128,Male,none,True,r,3
128,Male,none,True,d,1
129,Male,none,False,a,1
129,Male,none,False,d,2
129,Male,none,False,r,3
130,Male,none,True,d,3
130,Male,none,True,a,2
130,Male,none,True,r,1
131,Male,none,False,d,1
131,Male,none,False,r,2
131,Male,none,False,a,3
132,Male,none,True,d,1
132,Male,none,True,r,2
132,Male,none,True,a,3
133,Male,none,False,a,1
133,Male,none,False,d,2
133,Male,none,False,r,3
134,Male,none,True,d,2
134,Male,none,True,r,3
134,Male,none,True,a,1
135,Male,none,False,d,1
135,Male,none,False,a,2
135,Male,none,False,r,3
136,Male,none,True,r,2
136,Male,none,True,d,1
136,Male,none,True,a,3
137,Male,none,False,d,2
137,Male,none,False,a,1
137,Male,none,False,r,3
138,Male,none,True,d,3
138,Male,none,True,a,2
138,Male,none,True,r,1
139,Male,none,False,d,2
139,Male,none,False,r,3
139,Male,none,False,a,1
140,Male,none,True,a,1
140,Male,none,True,d,3
140,Male,none,True,r,2
141,Male,none,False,r,3
141,Male,none,False,d,2
141,Male,none,False,a,1
142,Male,none,True,d,2
142,Male,none,True,a,1
142,Male,none,True,r,3
143,Male,none,False,r,3
143,Male,none,False,d,2
143,Male,none,False,a,1
144,Male,none,True,r,3
144,Male,none,True,a,1
144,Male,none,True,d,2
145,Male,none,False,d,1
145,Male,none,False,a,2
145,Male,none,False,r,3
146,Male,none,True,d,1
146,Male,none,True,a,3
146,Male,none,True,r,2
147,Male,none,False,d,2
147,Male,none,False,a,1
147,Male,none,False,r,3
148,Male,none,True,r,3
148,Male,none,True,d,2
148,Male,none,True,a,1
149,Male,none,False,r,3
149,Male,none,False,d,2
149,Male,none,False,a,1
150,Male,none,True,a,1
150,Male,none,True,d,2
150,Male,none,True,r,3
151,Male,none,False,d,2
151,Male,none,False,r,3
151,Male,none,False,a,1
152,Male,none,True,d,3
152,Male,none,True,r,2
152,Male,none,True,a,1
153,Male,none,False,r,3
153,Male,none,False,a,2
153,Male,none,False,d,1
154,Male,none,True,r,3
154,Male,none,True,d,1
154,Male,none,True,a,2
155,Male,none,False,r,3
155,Male,none,False,a,1
155,Male,none,False,d,2
156,Male,none,True,a,2
156,Male,none,True,r,3
156,Male,none,True,d,1
157,Male,none,False,d,2
157,Male,none,False,r,3
157,Male,none,False,a,1
158,Male,none,True,a,2
158,Male,none,True,r,3
158,Male,none,True,d,1
159,Male,none,False,a,2
159,Male,none,False,d,1
159,Male,none,False,r,3
160,Male,none,True,d,2
160,Male,none,True,a,1
160,Male,none,True,r,3
161,Male,none,False,d,1
161,Male,none,False,r,3
161,Male,none,False,a,2
162,Male,none,True,d,2
162,Male,none,True,r,1
162,Male,none,True,a,3
163,Male,none,False,a,1
163,Male,none,False,d,2
163,Male,none,False,r,3
164,Male,none,True,d,1
164,Male,none,True,r,2
164,Male,none,True,a,3
165,Male,none,False,d,2
165,Male,none,False,a,1
165,Male,none,False,r,3
166,Male,none,True,r,3
166,Male,none,True,d,1
166,Male,none,True,a,2
167,Male,none,False,d,2
167,Male,none,False,a,1
167,Male,none,False,r,3
168,Male,none,True,d,1
168,Male,none,True,a,2
168,Male,none,True,r,3
169,Male,none,False,d,2
169,Male,none,False,r,3
169,Male,none,False,a,1
170,Male,none,True,a,3
170,Male,none,True,d,1
170,Male,none,True,r,2
171,Male,none,False,r,3
171,Male,none,False,d,2
171,Male,none,False,a,1
172,Male,none,True,d,2
172,Male,none,True,a,1
172,Male,none,True,r,3
173,Male,none,False,r,3
173,Male,none,False,d,2
173,Male,none,False,a,1
174,Male,none,True,r,3
174,Male,none,True,a,2
174,Male,none,True,d,1
175,Male,none,False,d,2
175,Male,none,False,a,3
175,Male,none,False,r,1
176,Male,none,True,d,1
176,Male,none,True,a,3
176,Male,none,True,r,2
177,Male,none,False,d,1
177,Male,none,False,a,2
177,Male,none,False,r,3
178,Male,none,True,r,3
178,Male,none,True,d,2
178,Male,none,True,a,1
179,Male,none,False,r,3
179,Male,none,False,d,2
179,Male,none,False,a,1
180,Male,none,True,a,1
180,Male,none,True,d,2
180,Male,none,True,r,3
181,Female,col,False,d,2
181,Female,col,False,r,1
181,Female,col,False,a,3
182,Female,col,True,d,1
182,Female,col,True,r,2
182,Female,col,True,a,3
183,Female,col,False,r,3
183,Female,col,False,a,1
183,Female,col,False,d,2
184,Female,col,True,r,3
184,Female,col,True,d,2
184,Female,col,True,a,1
185,Female,col,False,r,3
185,Female,col,False,a,1
185,Female,col,False,d,2
186,Female,col,True,a,2
186,Female,col,True,r,1
186,Female,col,True,d,3
187,Female,col,False,d,3
187,Female,col,False,r,2
187,Female,col,False,a,1
188,Female,col,True,a,3
188,Female,col,True,r,1
188,Female,col,True,d,2
189,Female,col,False,a,1
189,Female,col,False,d,3
189,Female,col,False,r,2
190,Female,col,True,d,3
190,Female,col,True,a,1
190,Female,col,True,r,2
191,Female,col,False,d,1
191,Female,col,False,r,2
191,Female,col,False,a,3
192,Female,col,True,d,3
192,Female,col,True,r,2
192,Female,col,True,a,1
193,Female,col,False,a,2
193,Female,col,False,d,1
193,Female,col,False,r,3
194,Female,col,True,d,2
194,Female,col,True,r,1
194,Female,col,True,a,3
195,Female,col,False,d,2
195,Female,col,False,a,1
195,Female,col,False,r,3
196,Female,col,True,r,3
196,Female,col,True,d,2
196,Female,col,True,a,1
197,Female,col,False,d,3
197,Female,col,False,a,1
197,Female,col,False,r,2
198,Female,col,True,d,3
198,Female,col,True,a,2
198,Female,col,True,r,1
199,Female,col,False,d,3
199,Female,col,False,r,2
199,Female,col,False,a,1
200,Female,col,True,a,1
200,Female,col,True,d,2
200,Female,col,True,r,3
201,Female,col,False,r,2
201,Female,col,False,d,1
201,Female,col,False,a,3
202,Female,col,True,d,3
202,Female,col,True,a,1
202,Female,col,True,r,2
203,Female,col,False,r,3
203,Female,col,False,d,2
203,Female,col,False,a,1
204,Female,col,True,r,3
204,Female,col,True,a,2
204,Female,col,True,d,1
205,Female,col,False,d,3
205,Female,col,False,a,2
205,Female,col,False,r,1
206,Female,col,True,d,3
206,Female,col,True,a,2
206,Female,col,True,r,1
207,Female,col,False,d,1
207,Female,col,False,a,2
207,Female,col,False,r,3
208,Female,col,True,r,3
208,Female,col,True,d,1
208,Female,col,True,a,2
209,Female,col,False,r,3
209,Female,col,False,d,1
209,Female,col,False,a,2
210,Female,col,True,a,3
210,Female,col,True,d,1
210,Female,col,True,r,2
211,Female,none,False,d,2
211,Female,none,False,r,3
211,Female,none,False,a,1
212,Female,none,True,d,1
212,Female,none,True,r,3
212,Female,none,True,a,2
213,Female,none,False,r,3
213,Female,none,False,a,1
213,Female,none,False,d,2
214,Female,none,True,r,3
214,Female,none,True,d,2
214,Female,none,True,a,1
215,Female,none,False,r,3
215,Female,none,False,a,1
215,Female,none,False,d,2
216,Female,none,True,a,1
216,Female,none,True,r,3
216,Female,none,True,d,2
217,Female,none,False,d,3
217,Female,none,False,r,2
217,Female,none,False,a,1
218,Female,none,True,a,2
218,Female,none,True,r,3
218,Female,none,True,d,1
219,Female,none,False,a,2
219,Female,none,False,d,1
219,Female,none,False,r,3
220,Female,none,True,d,2
220,Female,none,True,a,1
220,Female,none,True,r,3
221,Female,none,False,d,1
221,Female,none,False,r,3
221,Female,none,False,a,2
222,Female,none,True,d,3
222,Female,none,True,r,1
222,Female,none,True,a,2
223,Female,none,False,a,1
223,Female,none,False,d,2
223,Female,none,False,r,3
224,Female,none,True,d,3
224,Female,none,True,r,1
224,Female,none,True,a,2
225,Female,none,False,d,1
225,Female,none,False,a,2
225,Female,none,False,r,3
226,Female,none,True,r,3
226,Female,none,True,d,1
226,Female,none,True,a,2
227,Female,none,False,d,2
227,Female,none,False,a,1
227,Female,none,False,r,3
228,Female,none,True,d,2
228,Female,none,True,a,3
228,Female,none,True,r,1
229,Female,none,False,d,1
229,Female,none,False,r,3
229,Female,none,False,a,2
230,Female,none,True,a,1
230,Female,none,True,d,2
230,Female,none,True,r,3
231,Female,none,False,r,3
231,Female,none,False,d,1
231,Female,none,False,a,2
232,Female,none,True,d,2
232,Female,none,True,a,1
232,Female,none,True,r,3
233,Female,none,False,r,3
233,Female,none,False,d,1
233,Female,none,False,a,2
234,Female,none,True,r,3
234,Female,none,True,a,2
234,Female,none,True,d,1
235,Female,none,False,d,1
235,Female,none,False,a,2
235,Female,none,False,r,3
236,Female,none,True,d,1
236,Female,none,True,a,3
236,Female,none,True,r,2
237,Female,none,False,d,1
237,Female,none,False,a,2
237,Female,none,False,r,3
238,Female,none,True,r,3
238,Female,none,True,d,2
238,Female,none,True,a,1
239,Female,none,False,r,3
239,Female,none,False,d,2
239,Female,none,False,a,1
240,Female,none,True,a,2
240,Female,none,True,d,1
240,Female,none,True,r,3
241,Female,none,False,d,2
241,Female,none,False,r,3
241,Female,none,False,a,1
242,Female,none,True,d,1
242,Female,none,True,r,3
242,Female,none,True,a,2
243,Female,none,False,r,3
243,Female,none,False,a,1
243,Female,none,False,d,2
244,Female,none,True,r,3
244,Female,none,True,d,2
244,Female,none,True,a,1
245,Female,none,False,r,3
245,Female,none,False,a,2
245,Female,none,False,d,1
246,Female,none,True,a,1
246,Female,none,True,r,3
246,Female,none,True,d,2
247,Female,none,False,d,1
247,Female,none,False,r,3
247,Female,none,False,a,2
248,Female,none,True,a,2
248,Female,none,True,r,3
248,Female,none,True,d,1
249,Female,none,False,a,2
249,Female,none,False,d,1
249,Female,none,False,r,3
250,Female,none,True,d,3
250,Female,none,True,a,1
250,Female,none,True,r,2
251,Female,none,False,d,1
251,Female,none,False,r,3
251,Female,none,False,a,2
252,Female,none,True,d,1
252,Female,none,True,r,2
252,Female,none,True,a,3
253,Female,none,False,a,1
253,Female,none,False,d,2
253,Female,none,False,r,3
254,Female,none,True,d,1
254,Female,none,True,r,2
254,Female,none,True,a,3
255,Female,none,False,d,1
255,Female,none,False,a,2
255,Female,none,False,r,3
256,Female,none,True,r,3
256,Female,none,True,d,1
256,Female,none,True,a,2
257,Female,none,False,d,1
257,Female,none,False,a,2
257,Female,none,False,r,3
258,Female,none,True,d,3
258,Female,none,True,a,1
258,Female,none,True,r,2
259,Female,none,False,d,1
259,Female,none,False,r,3
259,Female,none,False,a,2
260,Female,none,True,a,2
260,Female,none,True,d,3
260,Female,none,True,r,1
261,Female,none,False,r,3
261,Female,none,False,d,1
261,Female,none,False,a,2
262,Female,none,True,d,2
262,Female,none,True,a,1
262,Female,none,True,r,3
263,Female,none,False,r,3
263,Female,none,False,d,2
263,Female,none,False,a,1
264,Female,none,True,r,3
264,Female,none,True,a,2
264,Female,none,True,d,1
265,Female,none,False,d,1
265,Female,none,False,a,2
265,Female,none,False,r,3
266,Female,none,True,d,1
266,Female,none,True,a,3
266,Female,none,True,r,2
267,Female,none,False,d,1
267,Female,none,False,a,2
267,Female,none,False,r,3
268,Female,none,True,r,3
268,Female,none,True,d,2
268,Female,none,True,a,1
269,Female,none,False,r,3
269,Female,none,False,d,2
269,Female,none,False,a,1
270,Female,none,True,a,1
270,Female,none,True,d,2
270,Female,none,True,r,3
271,Female,none,False,d,2
271,Female,none,False,r,3
271,Female,none,False,a,1
272,Female,none,True,d,1
272,Female,none,True,r,3
272,Female,none,True,a,2
273,Female,none,False,r,3
273,Female,none,False,a,2
273,Female,none,False,d,1
274,Female,none,True,r,3
274,Female,none,True,d,2
274,Female,none,True,a,1
275,Female,none,False,r,3
275,Female,none,False,a,1
275,Female,none,False,d,2
276,Female,none,True,a,1
276,Female,none,True,r,3
276,Female,none,True,d,2
277,Female,none,False,d,3
277,Female,none,False,r,2
277,Female,none,False,a,1
278,Female,none,True,a,2
278,Female,none,True,r,3
278,Female,none,True,d,1
279,Female,none,False,a,2
279,Female,none,False,d,1
279,Female,none,False,r,3
280,Female,none,True,d,2
280,Female,none,True,a,1
280,Female,none,True,r,3
281,Female,none,False,d,1
281,Female,none,False,r,2
281,Female,none,False,a,3
282,Female,none,True,d,2
282,Female,none,True,r,1
282,Female,none,True,a,3
283,Female,none,False,a,1
283,Female,none,False,d,2
283,Female,none,False,r,3
284,Female,none,True,d,3
284,Female,none,True,r,2
284,Female,none,True,a,1
285,Female,none,False,d,1
285,Female,none,False,a,2
285,Female,none,False,r,3
286,Female,none,True,r,2
286,Female,none,True,d,1
286,Female,none,True,a,3
287,Female,none,False,d,1
287,Female,none,False,a,2
287,Female,none,False,r,3
288,Female,none,True,d,2
288,Female,none,True,a,1
288,Female,none,True,r,3
289,Female,none,False,d,2
289,Female,none,False,r,3
289,Female,none,False,a,1
290,Female,none,True,a,1
290,Female,none,True,d,2
290,Female,none,True,r,3
291,Female,none,False,r,3
291,Female,none,False,d,2
291,Female,none,False,a,1
292,Female,none,True,d,2
292,Female,none,True,a,1
292,Female,none,True,r,3
293,Female,none,False,r,3
293,Female,none,False,d,2
293,Female,none,False,a,1
294,Female,none,True,r,3
294,Female,none,True,a,2
294,Female,none,True,d,1
295,Female,none,False,d,1
295,Female,none,False,a,2
295,Female,none,False,r,3
296,Female,none,True,d,1
296,Female,none,True,a,3
296,Female,none,True,r,2
297,Female,none,False,d,2
297,Female,none,False,a,1
297,Female,none,False,r,3
298,Female,none,True,r,3
298,Female,none,True,d,2
298,Female,none,True,a,1
299,Female,none,False,r,3
299,Female,none,False,d,2
299,Female,none,False,a,1
300,Female,none,True,a,1
300,Female,none,True,d,2
300,Female,none,True,r,3
301,Female,none,False,d,3
301,Female,none,False,r,1
301,Female,none,False,a,2
302,Female,none,True,d,2
302,Female,none,True,r,3
302,Female,none,True,a,1
303,Female,none,False,r,3
303,Female,none,False,a,2
303,Female,none,False,d,1
304,Female,none,True,r,1
304,Female,none,True,d,2
304,Female,none,True,a,3
305,Female,none,False,r,3
305,Female,none,False,a,1
305,Female,none,False,d,2
306,Female,none,True,a,2
306,Female,none,True,r,1
306,Female,none,True,d,3
307,Female,none,False,d,1
307,Female,none,False,r,3
307,Female,none,False,a,2
308,Female,none,True,a,2
308,Female,none,True,r,3
308,Female,none,True,d,1
309,Female,none,False,a,2
309,Female,none,False,d,1
309,Female,none,False,r,3
310,Female,none,True,d,2
310,Female,none,True,a,1
310,Female,none,True,r,3
311,Female,none,False,d,1
311,Female,none,False,r,2
311,Female,none,False,a,3
312,Female,none,True,d,3
312,Female,none,True,r,1
312,Female,none,True,a,2
313,Female,none,False,a,2
313,Female,none,False,d,1
313,Female,none,False,r,3
314,Female,none,True,d,3
314,Female,none,True,r,2
314,Female,none,True,a,1
315,Female,none,False,d,2
315,Female,none,False,a,3
315,Female,none,False,r,1
316,Female,none,True,r,3
316,Female,none,True,d,1
316,Female,none,True,a,2
317,Female,none,False,d,2
317,Female,none,False,a,3
317,Female,none,False,r,1
318,Female,none,True,d,3
318,Female,none,True,a,2
318,Female,none,True,r,1
319,Female,none,False,d,1
319,Female,none,False,r,3
319,Female,none,False,a,2
320,Female,none,True,a,3
320,Female,none,True,d,1
320,Female,none,True,r,2
321,Female,none,False,r,2
321,Female,none,False,d,1
321,Female,none,False,a,3
322,Female,none,True,d,2
322,Female,none,True,a,3
322,Female,none,True,r,1
323,Female,none,False,r,3
323,Female,none,False,d,1
323,Female,none,False,a,2
324,Female,none,True,r,3
324,Female,none,True,a,2
324,Female,none,True,d,1
325,Female,none,False,d,3
325,Female,none,False,a,2
325,Female,none,False,r,1
326,Female,none,True,d,3
326,Female,none,True,a,1
326,Female,none,True,r,2
327,Female,none,False,d,3
327,Female,none,False,a,1
327,Female,none,False,r,2
328,Female,none,True,r,3
328,Female,none,True,d,1
328,Female,none,True,a,2
329,Female,none,False,r,3
329,Female,none,False,d,2
329,Female,none,False,a,1
330,Female,none,True,a,1
330,Female,none,True,d,2
330,Female,none,True,r,3
331,Male,col,False,d,3
331,Male,col,False,r,2
331,Male,col,False,a,1
332,Male,col,True,d,1
332,Male,col,True,r,2
332,Male,col,True,a,3
333,Male,col,False,r,3
333,Male,col,False,a,1
333,Male,col,False,d,2
334,Male,col,True,r,3
334,Male,col,True,d,2
334,Male,col,True,a,1
335,Male,col,False,r,3
335,Male,col,False,a,1
335,Male,col,False,d,2
336,Male,col,True,a,2
336,Male,col,True,r,3
336,Male,col,True,d,1
337,Male,col,False,d,1
337,Male,col,False,r,2
337,Male,col,False,a,3
338,Male,col,True,a,2
338,Male,col,True,r,3
338,Male,col,True,d,1
339,Male,col,False,a,3
339,Male,col,False,d,1
339,Male,col,False,r,2
340,Male,col,True,d,2
340,Male,col,True,a,1
340,Male,col,True,r,3
341,Male,col,False,d,1
341,Male,col,False,r,3
341,Male,col,False,a,2
342,Male,col,True,d,2
342,Male,col,True,r,1
342,Male,col,True,a,3
343,Male,col,False,a,1
343,Male,col,False,d,2
343,Male,col,False,r,3
344,Male,col,True,d,3
344,Male,col,True,r,2
344,Male,col,True,a,1
345,Male,col,False,d,1
345,Male,col,False,a,2
345,Male,col,False,r,3
346,Male,col,True,r,3
346,Male,col,True,d,2
346,Male,col,True,a,1
347,Male,col,False,d,1
347,Male,col,False,a,2
347,Male,col,False,r,3
348,Male,col,True,d,2
348,Male,col,True,a,1
348,Male,col,True,r,3
349,Male,col,False,d,1
349,Male,col,False,r,3
349,Male,col,False,a,2
350,Male,col,True,a,1
350,Male,col,True,d,3
350,Male,col,True,r,2
351,Male,col,False,r,3
351,Male,col,False,d,2
351,Male,col,False,a,1
352,Male,col,True,d,2
352,Male,col,True,a,1
352,Male,col,True,r,3
353,Male,col,False,r,3
353,Male,col,False,d,2
353,Male,col,False,a,1
354,Male,col,True,r,3
